     i        y          a (AU)     P (y)    Mplan (M_E)     Pcol        Pejc   
  14063    0.84409       6.67062  5.1947e+01  1.0000e+00  2.6945e-08  9.5454e-07
  14064    0.84437       6.68232  5.2084e+01  1.0000e+00  2.6945e-08  9.5798e-07
  14065    0.84464       6.69406  5.2221e+01  1.0000e+00  2.6945e-08  9.6145e-07
  14066    0.84491       6.70585  5.2359e+01  1.0000e+00  2.6945e-08  9.6493e-07
  14067    0.84518       6.71767  5.2498e+01  1.0000e+00  2.6945e-08  9.6843e-07
  14068    0.84546       6.72954  5.2637e+01  1.0000e+00  2.6945e-08  9.7195e-07
  14069    0.84573       6.74145  5.2777e+01  1.0000e+00  2.6945e-08  9.7549e-07
  14070    0.84600       6.75341  5.2917e+01  1.0000e+00  2.6945e-08  9.7905e-07
  14071    0.84628       6.76540  5.3058e+01  1.0000e+00  2.6945e-08  9.8263e-07
  14072    0.84655       6.77744  5.3200e+01  1.0000e+00  2.6945e-08  9.8622e-07
  14073    0.84682       6.78952  5.3342e+01  1.0000e+00  2.6945e-08  9.8984e-07
  14074    0.84710       6.80165  5.3485e+01  1.0000e+00  2.6945e-08  9.9347e-07
  14075    0.84737       6.81381  5.3629e+01  1.0000e+00  2.6945e-08  9.9713e-07
  14076    0.84764       6.82602  5.3773e+01  1.0000e+00  2.6945e-08  1.0008e-06
  14077    0.84791       6.83828  5.3918e+01  1.0000e+00  2.6945e-08  1.0045e-06
  14078    0.84819       6.85058  5.4063e+01  1.0000e+00  2.6945e-08  1.0082e-06
  14079    0.84846       6.86292  5.4210e+01  1.0000e+00  2.6945e-08  1.0119e-06
  14080    0.84873       6.87531  5.4356e+01  1.0000e+00  2.6945e-08  1.0157e-06
  14081    0.84901       6.88774  5.4504e+01  1.0000e+00  2.6945e-08  1.0195e-06
  14082    0.84928       6.90022  5.4652e+01  1.0000e+00  2.6945e-08  1.0233e-06
  14083    0.84955       6.91274  5.4801e+01  1.0000e+00  2.6945e-08  1.0271e-06
  14084    0.84983       6.92531  5.4950e+01  1.0000e+00  2.6945e-08  1.0309e-06
  14085    0.85010       6.93793  5.5101e+01  1.0000e+00  2.6945e-08  1.0348e-06
  14086    0.85037       6.95059  5.5252e+01  1.0000e+00  2.6945e-08  1.0387e-06
  14087    0.85065       6.96329  5.5403e+01  1.0000e+00  2.6945e-08  1.0426e-06
  14088    0.85092       6.97605  5.5555e+01  1.0000e+00  2.6945e-08  1.0465e-06
  14089    0.85119       6.98885  5.5708e+01  1.0000e+00  2.6945e-08  1.0504e-06
  14090    0.85146       7.00169  5.5862e+01  1.0000e+00  2.6945e-08  1.0544e-06
  14091    0.85174       7.01459  5.6016e+01  1.0000e+00  2.6945e-08  1.0584e-06
  14092    0.85201       7.02753  5.6172e+01  1.0000e+00  2.6945e-08  1.0624e-06
  14093    0.85228       7.04052  5.6327e+01  1.0000e+00  2.6945e-08  1.0664e-06
  14094    0.85256       7.05356  5.6484e+01  1.0000e+00  2.6945e-08  1.0705e-06
  14095    0.85283       7.06665  5.6641e+01  1.0000e+00  2.6945e-08  1.0745e-06
  14096    0.85310       7.07978  5.6799e+01  1.0000e+00  2.6945e-08  1.0786e-06
  14097    0.85338       7.09297  5.6958e+01  1.0000e+00  2.6945e-08  1.0828e-06
  14098    0.85365       7.10620  5.7117e+01  1.0000e+00  2.6945e-08  1.0869e-06
  14099    0.85392       7.11948  5.7278e+01  1.0000e+00  2.6945e-08  1.0911e-06
  14100    0.85419       7.13281  5.7439e+01  1.0000e+00  2.6945e-08  1.0953e-06
  14101    0.85447       7.14620  5.7600e+01  1.0000e+00  2.6945e-08  1.0995e-06
  14102    0.85474       7.15963  5.7763e+01  1.0000e+00  2.6945e-08  1.1037e-06
  14103    0.85501       7.17311  5.7926e+01  1.0000e+00  2.6945e-08  1.1080e-06
  14104    0.85529       7.18665  5.8090e+01  1.0000e+00  2.6945e-08  1.1123e-06
  14105    0.85556       7.20023  5.8255e+01  1.0000e+00  2.6945e-08  1.1166e-06
  14106    0.85583       7.21387  5.8420e+01  1.0000e+00  2.6945e-08  1.1209e-06
  14107    0.85611       7.22756  5.8587e+01  1.0000e+00  2.6945e-08  1.1253e-06
  14108    0.85638       7.24130  5.8754e+01  1.0000e+00  2.6945e-08  1.1297e-06
  14109    0.85665       7.25509  5.8922e+01  1.0000e+00  2.6945e-08  1.1341e-06
  14110    0.85693       7.26894  5.9091e+01  1.0000e+00  2.6945e-08  1.1385e-06
  14111    0.85720       7.28284  5.9260e+01  1.0000e+00  2.6945e-08  1.1430e-06
  14112    0.85747       7.29679  5.9430e+01  1.0000e+00  2.6945e-08  1.1474e-06
  14113    0.85774       7.31079  5.9602e+01  1.0000e+00  2.6945e-08  1.1520e-06
  14114    0.85802       7.32485  5.9774e+01  1.0000e+00  2.6945e-08  1.1565e-06
  14115    0.85829       7.33897  5.9947e+01  1.0000e+00  2.6945e-08  1.1611e-06
  14116    0.85856       7.35313  6.0120e+01  1.0000e+00  2.6945e-08  1.1657e-06
  14117    0.85884       7.36736  6.0295e+01  1.0000e+00  2.6945e-08  1.1703e-06
  14118    0.85911       7.38163  6.0470e+01  1.0000e+00  2.6945e-08  1.1749e-06
  14119    0.85938       7.39597  6.0646e+01  1.0000e+00  2.6945e-08  1.1796e-06
  14120    0.85966       7.41036  6.0823e+01  1.0000e+00  2.6945e-08  1.1843e-06
  14121    0.85993       7.42480  6.1001e+01  1.0000e+00  2.6945e-08  1.1890e-06
  14122    0.86020       7.43930  6.1180e+01  1.0000e+00  2.6945e-08  1.1938e-06
  14123    0.86048       7.45386  6.1360e+01  1.0000e+00  2.6945e-08  1.1986e-06
  14124    0.86075       7.46848  6.1540e+01  1.0000e+00  2.6945e-08  1.2034e-06
  14125    0.86102       7.48315  6.1722e+01  1.0000e+00  2.6945e-08  1.2082e-06
  14126    0.86129       7.49788  6.1904e+01  1.0000e+00  2.6945e-08  1.2131e-06
  14127    0.86157       7.51267  6.2087e+01  1.0000e+00  2.6945e-08  1.2180e-06
  14128    0.86184       7.52752  6.2272e+01  1.0000e+00  2.6945e-08  1.2229e-06
  14129    0.86211       7.54242  6.2457e+01  1.0000e+00  2.6945e-08  1.2278e-06
  14130    0.86239       7.55739  6.2643e+01  1.0000e+00  2.6945e-08  1.2328e-06
  14131    0.86266       7.57241  6.2829e+01  1.0000e+00  2.6945e-08  1.2378e-06
  14132    0.86293       7.58750  6.3017e+01  1.0000e+00  2.6945e-08  1.2429e-06
  14133    0.86321       7.60264  6.3206e+01  1.0000e+00  2.6945e-08  1.2480e-06
  14134    0.86348       7.61785  6.3396e+01  1.0000e+00  2.6945e-08  1.2531e-06
  14135    0.86375       7.63311  6.3586e+01  1.0000e+00  2.6945e-08  1.2582e-06
  14136    0.86402       7.64844  6.3778e+01  1.0000e+00  2.6945e-08  1.2634e-06
  14137    0.86430       7.66383  6.3971e+01  1.0000e+00  2.6945e-08  1.2686e-06
  14138    0.86457       7.67928  6.4164e+01  1.0000e+00  2.6945e-08  1.2738e-06
  14139    0.86484       7.69480  6.4359e+01  1.0000e+00  2.6945e-08  1.2791e-06
  14140    0.86512       7.71037  6.4554e+01  1.0000e+00  2.6945e-08  1.2844e-06
  14141    0.86539       7.72601  6.4751e+01  1.0000e+00  2.6945e-08  1.2897e-06
  14142    0.86566       7.74172  6.4948e+01  1.0000e+00  2.6945e-08  1.2950e-06
  14143    0.86594       7.75748  6.5147e+01  1.0000e+00  2.6945e-08  1.3004e-06
  14144    0.86621       7.77331  6.5346e+01  1.0000e+00  2.6945e-08  1.3058e-06
  14145    0.86648       7.78921  6.5547e+01  1.0000e+00  2.6945e-08  1.3113e-06
  14146    0.86676       7.80517  6.5748e+01  1.0000e+00  2.6945e-08  1.3168e-06
  14147    0.86703       7.82120  6.5951e+01  1.0000e+00  2.6945e-08  1.3223e-06
  14148    0.86730       7.83729  6.6155e+01  1.0000e+00  2.6945e-08  1.3279e-06
  14149    0.86757       7.85345  6.6359e+01  1.0000e+00  2.6945e-08  1.3335e-06
  14150    0.86785       7.86968  6.6565e+01  1.0000e+00  2.6945e-08  1.3391e-06
  14151    0.86812       7.88597  6.6772e+01  1.0000e+00  2.6945e-08  1.3448e-06
  14152    0.86839       7.90233  6.6980e+01  1.0000e+00  2.6945e-08  1.3505e-06
  14153    0.86867       7.91876  6.7189e+01  1.0000e+00  2.6945e-08  1.3562e-06
  14154    0.86894       7.93526  6.7399e+01  1.0000e+00  2.6945e-08  1.3620e-06
  14155    0.86921       7.95183  6.7610e+01  1.0000e+00  2.6945e-08  1.3678e-06
  14156    0.86949       7.96846  6.7822e+01  1.0000e+00  2.6945e-08  1.3736e-06
  14157    0.86976       7.98517  6.8036e+01  1.0000e+00  2.6945e-08  1.3795e-06
  14158    0.87003       8.00194  6.8250e+01  1.0000e+00  2.6945e-08  1.3854e-06
  14159    0.87030       8.01879  6.8466e+01  1.0000e+00  2.6945e-08  1.3914e-06
  14160    0.87058       8.03571  6.8683e+01  1.0000e+00  2.6945e-08  1.3973e-06
  14161    0.87085       8.05270  6.8901e+01  1.0000e+00  2.6945e-08  1.4034e-06
  14162    0.87112       8.06976  6.9120e+01  1.0000e+00  2.6945e-08  1.4094e-06
  14163    0.87140       8.08689  6.9340e+01  1.0000e+00  2.6945e-08  1.4155e-06
  14164    0.87167       8.10410  6.9561e+01  1.0000e+00  2.6945e-08  1.4217e-06
  14165    0.87194       8.12138  6.9784e+01  1.0000e+00  2.6945e-08  1.4279e-06
  14166    0.87222       8.13873  7.0008e+01  1.0000e+00  2.6945e-08  1.4341e-06
  14167    0.87249       8.15616  7.0233e+01  1.0000e+00  2.6945e-08  1.4404e-06
  14168    0.87276       8.17366  7.0459e+01  1.0000e+00  2.6945e-08  1.4467e-06
  14169    0.87304       8.19124  7.0686e+01  1.0000e+00  2.6945e-08  1.4530e-06
  14170    0.87331       8.20889  7.0915e+01  1.0000e+00  2.6945e-08  1.4594e-06
  14171    0.87358       8.22662  7.1145e+01  1.0000e+00  2.6945e-08  1.4658e-06
  14172    0.87385       8.24443  7.1376e+01  1.0000e+00  2.6945e-08  1.4723e-06
  14173    0.87413       8.26231  7.1608e+01  1.0000e+00  2.6945e-08  1.4788e-06
  14174    0.87440       8.28027  7.1842e+01  1.0000e+00  2.6945e-08  1.4854e-06
  14175    0.87467       8.29831  7.2077e+01  1.0000e+00  2.6945e-08  1.4920e-06
  14176    0.87495       8.31643  7.2313e+01  1.0000e+00  2.6945e-08  1.4986e-06
  14177    0.87522       8.33463  7.2551e+01  1.0000e+00  2.6945e-08  1.5053e-06
  14178    0.87549       8.35291  7.2789e+01  1.0000e+00  2.6945e-08  1.5120e-06
  14179    0.87577       8.37127  7.3030e+01  1.0000e+00  2.6945e-08  1.5188e-06
  14180    0.87604       8.38970  7.3271e+01  1.0000e+00  2.6945e-08  1.5256e-06
  14181    0.87631       8.40822  7.3514e+01  1.0000e+00  2.6945e-08  1.5325e-06
  14182    0.87658       8.42683  7.3758e+01  1.0000e+00  2.6945e-08  1.5394e-06
  14183    0.87686       8.44551  7.4003e+01  1.0000e+00  2.6945e-08  1.5463e-06
  14184    0.87713       8.46428  7.4250e+01  1.0000e+00  2.6945e-08  1.5533e-06
  14185    0.87740       8.48313  7.4498e+01  1.0000e+00  2.6945e-08  1.5604e-06
  14186    0.87768       8.50207  7.4748e+01  1.0000e+00  2.6945e-08  1.5675e-06
  14187    0.87795       8.52109  7.4999e+01  1.0000e+00  2.6945e-08  1.5746e-06
  14188    0.87822       8.54019  7.5251e+01  1.0000e+00  2.6945e-08  1.5818e-06
  14189    0.87850       8.55938  7.5505e+01  1.0000e+00  2.6945e-08  1.5890e-06
  14190    0.87877       8.57866  7.5760e+01  1.0000e+00  2.6945e-08  1.5963e-06
  14191    0.87904       8.59803  7.6017e+01  1.0000e+00  2.6945e-08  1.6037e-06
  14192    0.87932       8.61748  7.6275e+01  1.0000e+00  2.6945e-08  1.6110e-06
  14193    0.87959       8.63702  7.6535e+01  1.0000e+00  2.6945e-08  1.6185e-06
  14194    0.87986       8.65665  7.6796e+01  1.0000e+00  2.6945e-08  1.6260e-06
  14195    0.88013       8.67637  7.7058e+01  1.0000e+00  2.6945e-08  1.6335e-06
  14196    0.88041       8.69618  7.7322e+01  1.0000e+00  2.6945e-08  1.6411e-06
  14197    0.88068       8.71608  7.7588e+01  1.0000e+00  2.6945e-08  1.6487e-06
  14198    0.88095       8.73607  7.7855e+01  1.0000e+00  2.6945e-08  1.6564e-06
  14199    0.88123       8.75615  7.8124e+01  1.0000e+00  2.6945e-08  1.6642e-06
  14200    0.88150       8.77633  7.8394e+01  1.0000e+00  2.6945e-08  1.6720e-06
  14201    0.88177       8.79660  7.8665e+01  1.0000e+00  2.6945e-08  1.6798e-06
  14202    0.88205       8.81696  7.8939e+01  1.0000e+00  2.6945e-08  1.6878e-06
  14203    0.88232       8.83742  7.9214e+01  1.0000e+00  2.6945e-08  1.6957e-06
  14204    0.88259       8.85797  7.9490e+01  1.0000e+00  2.6945e-08  1.7037e-06
  14205    0.88286       8.87862  7.9768e+01  1.0000e+00  2.6945e-08  1.7118e-06
  14206    0.88314       8.89936  8.0048e+01  1.0000e+00  2.6945e-08  1.7200e-06
  14207    0.88341       8.92020  8.0329e+01  1.0000e+00  2.6945e-08  1.7281e-06
  14208    0.88368       8.94114  8.0612e+01  1.0000e+00  2.6945e-08  1.7364e-06
  14209    0.88396       8.96218  8.0897e+01  1.0000e+00  2.6945e-08  1.7447e-06
  14210    0.88423       8.98332  8.1183e+01  1.0000e+00  2.6945e-08  1.7531e-06
  14211    0.88450       9.00456  8.1471e+01  1.0000e+00  2.6945e-08  1.7615e-06
  14212    0.88478       9.02589  8.1761e+01  1.0000e+00  2.6945e-08  1.7700e-06
  14213    0.88505       9.04733  8.2053e+01  1.0000e+00  2.6945e-08  1.7785e-06
  14214    0.88532       9.06888  8.2346e+01  1.0000e+00  2.6945e-08  1.7871e-06
  14215    0.88560       9.09052  8.2641e+01  1.0000e+00  2.6945e-08  1.7958e-06
  14216    0.88587       9.11227  8.2938e+01  1.0000e+00  2.6945e-08  1.8045e-06
  14217    0.88614       9.13412  8.3236e+01  1.0000e+00  2.6945e-08  1.8133e-06
  14218    0.88641       9.15608  8.3536e+01  1.0000e+00  2.6945e-08  1.8222e-06
  14219    0.88669       9.17814  8.3839e+01  1.0000e+00  2.6945e-08  1.8311e-06
  14220    0.88696       9.20031  8.4143e+01  1.0000e+00  2.6945e-08  1.8401e-06
  14221    0.88723       9.22259  8.4448e+01  1.0000e+00  2.6945e-08  1.8492e-06
  14222    0.88751       9.24497  8.4756e+01  1.0000e+00  2.6945e-08  1.8583e-06
  14223    0.88778       9.26747  8.5065e+01  1.0000e+00  2.6945e-08  1.8675e-06
  14224    0.88805       9.29007  8.5377e+01  1.0000e+00  2.6945e-08  1.8767e-06
  14225    0.88833       9.31278  8.5690e+01  1.0000e+00  2.6945e-08  1.8860e-06
  14226    0.88860       9.33561  8.6005e+01  1.0000e+00  2.6945e-08  1.8954e-06
  14227    0.88887       9.35855  8.6323e+01  1.0000e+00  2.6945e-08  1.9049e-06
  14228    0.88914       9.38160  8.6642e+01  1.0000e+00  2.6945e-08  1.9144e-06
  14229    0.88942       9.40476  8.6963e+01  1.0000e+00  2.6945e-08  1.9240e-06
  14230    0.88969       9.42804  8.7286e+01  1.0000e+00  2.6945e-08  1.9337e-06
  14231    0.88996       9.45144  8.7611e+01  1.0000e+00  2.6945e-08  1.9434e-06
  14232    0.89024       9.47495  8.7938e+01  1.0000e+00  2.6945e-08  1.9532e-06
  14233    0.89051       9.49858  8.8267e+01  1.0000e+00  2.6945e-08  1.9631e-06
  14234    0.89078       9.52232  8.8598e+01  1.0000e+00  2.6945e-08  1.9731e-06
  14235    0.89106       9.54619  8.8932e+01  1.0000e+00  2.6945e-08  1.9831e-06
  14236    0.89133       9.57017  8.9267e+01  1.0000e+00  2.6945e-08  1.9932e-06
  14237    0.89160       9.59428  8.9605e+01  1.0000e+00  2.6945e-08  2.0034e-06
  14238    0.89188       9.61851  8.9944e+01  1.0000e+00  2.6945e-08  2.0137e-06
  14239    0.89215       9.64286  9.0286e+01  1.0000e+00  2.6945e-08  2.0240e-06
  14240    0.89242       9.66733  9.0630e+01  1.0000e+00  2.6945e-08  2.0345e-06
  14241    0.89269       9.69193  9.0976e+01  1.0000e+00  2.6945e-08  2.0450e-06
  14242    0.89297       9.71666  9.1324e+01  1.0000e+00  2.6945e-08  2.0555e-06
  14243    0.89324       9.74151  9.1675e+01  1.0000e+00  2.6945e-08  2.0662e-06
  14244    0.89351       9.76649  9.2028e+01  1.0000e+00  2.6945e-08  2.0770e-06
  14245    0.89379       9.79159  9.2383e+01  1.0000e+00  2.6945e-08  2.0878e-06
  14246    0.89406       9.81683  9.2740e+01  1.0000e+00  2.6945e-08  2.0987e-06
  14247    0.89433       9.84220  9.3100e+01  1.0000e+00  2.6945e-08  2.1097e-06
  14248    0.89461       9.86769  9.3462e+01  1.0000e+00  2.6945e-08  2.1208e-06
  14249    0.89488       9.89332  9.3826e+01  1.0000e+00  2.6945e-08  2.1320e-06
  14250    0.89515       9.91909  9.4193e+01  1.0000e+00  2.6945e-08  2.1432e-06
  14251    0.89542       9.94499  9.4562e+01  1.0000e+00  2.6945e-08  2.1546e-06
  14252    0.89570       9.97102  9.4934e+01  1.0000e+00  2.6945e-08  2.1660e-06
  14253    0.89597       9.99719  9.5308e+01  1.0000e+00  2.6945e-08  2.1775e-06
  14254    0.89624      10.02350  9.5684e+01  1.0000e+00  2.6945e-08  2.1892e-06
  14255    0.89652      10.04995  9.6063e+01  1.0000e+00  2.6945e-08  2.2009e-06
  14256    0.89679      10.07654  9.6445e+01  1.0000e+00  2.6945e-08  2.2127e-06
  14257    0.89706      10.10326  9.6829e+01  1.0000e+00  2.6945e-08  2.2246e-06
  14258    0.89734      10.13013  9.7215e+01  1.0000e+00  2.6945e-08  2.2366e-06
  14259    0.89761      10.15715  9.7604e+01  1.0000e+00  2.6945e-08  2.2486e-06
  14260    0.89788      10.18431  9.7996e+01  1.0000e+00  2.6945e-08  2.2608e-06
  14261    0.89816      10.21161  9.8391e+01  1.0000e+00  2.6945e-08  2.2731e-06
  14262    0.89843      10.23906  9.8788e+01  1.0000e+00  2.6945e-08  2.2855e-06
  14263    0.89870      10.26666  9.9187e+01  1.0000e+00  2.6945e-08  2.2980e-06
  14264    0.89897      10.29441  9.9590e+01  1.0000e+00  2.6945e-08  2.3106e-06
  14265    0.89925      10.32231  9.9995e+01  1.0000e+00  2.6945e-08  2.3232e-06
  14266    0.89952      10.35036  1.0040e+02  1.0000e+00  2.6945e-08  2.3360e-06
  14267    0.89979      10.37856  1.0081e+02  1.0000e+00  2.6945e-08  2.3489e-06
  14268    0.90007      10.40692  1.0123e+02  1.0000e+00  2.6945e-08  2.3619e-06
  14269    0.90034      10.43543  1.0164e+02  1.0000e+00  2.6945e-08  2.3750e-06
  14270    0.90061      10.46410  1.0206e+02  1.0000e+00  2.6945e-08  2.3883e-06
  14271    0.90089      10.49292  1.0248e+02  1.0000e+00  2.6945e-08  2.4016e-06
  14272    0.90116      10.52191  1.0291e+02  1.0000e+00  2.6945e-08  2.4150e-06
  14273    0.90143      10.55106  1.0334e+02  1.0000e+00  2.6945e-08  2.4286e-06
  14274    0.90170      10.58037  1.0377e+02  1.0000e+00  2.6945e-08  2.4422e-06
  14275    0.90198      10.60984  1.0420e+02  1.0000e+00  2.6945e-08  2.4560e-06
  14276    0.90225      10.63947  1.0464e+02  1.0000e+00  2.6945e-08  2.4699e-06
  14277    0.90252      10.66928  1.0508e+02  1.0000e+00  2.6945e-08  2.4839e-06
  14278    0.90280      10.69925  1.0552e+02  1.0000e+00  2.6945e-08  2.4980e-06
  14279    0.90307      10.72939  1.0597e+02  1.0000e+00  2.6945e-08  2.5123e-06
  14280    0.90334      10.75970  1.0642e+02  1.0000e+00  2.6945e-08  2.5266e-06
  14281    0.90362      10.79018  1.0687e+02  1.0000e+00  2.6945e-08  2.5411e-06
  14282    0.90389      10.82083  1.0733e+02  1.0000e+00  2.6945e-08  2.5557e-06
  14283    0.90416      10.85166  1.0778e+02  1.0000e+00  2.6945e-08  2.5705e-06
  14284    0.90444      10.88266  1.0825e+02  1.0000e+00  2.6945e-08  2.5853e-06
  14285    0.90471      10.91385  1.0871e+02  1.0000e+00  2.6945e-08  2.6003e-06
  14286    0.90498      10.94521  1.0918e+02  1.0000e+00  2.6945e-08  2.6155e-06
  14287    0.90525      10.97675  1.0965e+02  1.0000e+00  2.6945e-08  2.6307e-06
  14288    0.90553      11.00848  1.1013e+02  1.0000e+00  2.6945e-08  2.6461e-06
  14289    0.90580      11.04039  1.1061e+02  1.0000e+00  2.6945e-08  2.6616e-06
  14290    0.90607      11.07248  1.1109e+02  1.0000e+00  2.6945e-08  2.6773e-06
  14291    0.90635      11.10476  1.1158e+02  1.0000e+00  2.6945e-08  2.6931e-06
  14292    0.90662      11.13723  1.1207e+02  1.0000e+00  2.6945e-08  2.7090e-06
  14293    0.90689      11.16989  1.1256e+02  1.0000e+00  2.6945e-08  2.7251e-06
  14294    0.90717      11.20275  1.1306e+02  1.0000e+00  2.6945e-08  2.7413e-06
  14295    0.90744      11.23579  1.1356e+02  1.0000e+00  2.6945e-08  2.7576e-06
  14296    0.90771      11.26903  1.1406e+02  1.0000e+00  2.6945e-08  2.7741e-06
  14297    0.90798      11.30247  1.1457e+02  1.0000e+00  2.6945e-08  2.7908e-06
  14298    0.90826      11.33611  1.1508e+02  1.0000e+00  2.6945e-08  2.8076e-06
  14299    0.90853      11.36995  1.1560e+02  1.0000e+00  2.6945e-08  2.8245e-06
  14300    0.90880      11.40399  1.1612e+02  1.0000e+00  2.6945e-08  2.8416e-06
  14301    0.90908      11.43824  1.1664e+02  1.0000e+00  2.6945e-08  2.8589e-06
  14302    0.90935      11.47269  1.1717e+02  1.0000e+00  2.6945e-08  2.8763e-06
  14303    0.90962      11.50735  1.1770e+02  1.0000e+00  2.6945e-08  2.8939e-06
  14304    0.90990      11.54223  1.1824e+02  1.0000e+00  2.6945e-08  2.9116e-06
  14305    0.91017      11.57731  1.1877e+02  1.0000e+00  2.6945e-08  2.9295e-06
  14306    0.91044      11.61261  1.1932e+02  1.0000e+00  2.6945e-08  2.9475e-06
  14307    0.91072      11.64812  1.1987e+02  1.0000e+00  2.6945e-08  2.9657e-06
  14308    0.91099      11.68385  1.2042e+02  1.0000e+00  2.6945e-08  2.9841e-06
  14309    0.91126      11.71980  1.2097e+02  1.0000e+00  2.6945e-08  3.0027e-06
  14310    0.91153      11.75597  1.2153e+02  1.0000e+00  2.6945e-08  3.0214e-06
  14311    0.91181      11.79237  1.2210e+02  1.0000e+00  2.6945e-08  3.0403e-06
  14312    0.91208      11.82899  1.2267e+02  1.0000e+00  2.6945e-08  3.0594e-06
  14313    0.91235      11.86584  1.2324e+02  1.0000e+00  2.6945e-08  3.0787e-06
  14314    0.91263      11.90292  1.2382e+02  1.0000e+00  2.6945e-08  3.0981e-06
  14315    0.91290      11.94024  1.2440e+02  1.0000e+00  2.6945e-08  3.1177e-06
  14316    0.91317      11.97778  1.2499e+02  1.0000e+00  2.6945e-08  3.1375e-06
  14317    0.91345      12.01557  1.2558e+02  1.0000e+00  2.6945e-08  3.1575e-06
  14318    0.91372      12.05359  1.2618e+02  1.0000e+00  2.6945e-08  3.1777e-06
  14319    0.91399      12.09186  1.2678e+02  1.0000e+00  2.6945e-08  3.1981e-06
  14320    0.91426      12.13037  1.2739e+02  1.0000e+00  2.6945e-08  3.2187e-06
  14321    0.91454      12.16912  1.2800e+02  1.0000e+00  2.6945e-08  3.2395e-06
  14322    0.91481      12.20813  1.2861e+02  1.0000e+00  2.6945e-08  3.2604e-06
  14323    0.91508      12.24738  1.2923e+02  1.0000e+00  2.6945e-08  3.2816e-06
  14324    0.91536      12.28689  1.2986e+02  1.0000e+00  2.6945e-08  3.3030e-06
  14325    0.91563      12.32666  1.3049e+02  1.0000e+00  2.6945e-08  3.3246e-06
  14326    0.91590      12.36668  1.3113e+02  1.0000e+00  2.6945e-08  3.3464e-06
  14327    0.91618      12.40696  1.3177e+02  1.0000e+00  2.6945e-08  3.3684e-06
  14328    0.91645      12.44751  1.3241e+02  1.0000e+00  2.6945e-08  3.3906e-06
  14329    0.91672      12.48832  1.3307e+02  1.0000e+00  2.6945e-08  3.4131e-06
  14330    0.91700      12.52940  1.3372e+02  1.0000e+00  2.6945e-08  3.4357e-06
  14331    0.91727      12.57075  1.3439e+02  1.0000e+00  2.6945e-08  3.4586e-06
  14332    0.91754      12.61237  1.3505e+02  1.0000e+00  2.6945e-08  3.4817e-06
  14333    0.91781      12.65428  1.3573e+02  1.0000e+00  2.6945e-08  3.5051e-06
  14334    0.91809      12.69646  1.3641e+02  1.0000e+00  2.6945e-08  3.5287e-06
  14335    0.91836      12.73892  1.3709e+02  1.0000e+00  2.6945e-08  3.5525e-06
  14336    0.91863      12.78167  1.3778e+02  1.0000e+00  2.6945e-08  3.5766e-06
  14337    0.91891      12.82471  1.3848e+02  1.0000e+00  2.6945e-08  3.6009e-06
  14338    0.91918      12.86803  1.3918e+02  1.0000e+00  2.6945e-08  3.6254e-06
  14339    0.91945      12.91165  1.3989e+02  1.0000e+00  2.6945e-08  3.6502e-06
  14340    0.91973      12.95557  1.4060e+02  1.0000e+00  2.6945e-08  3.6753e-06
  14341    0.92000      12.99979  1.4132e+02  1.0000e+00  2.6945e-08  3.7006e-06
  14342    0.92027      13.04431  1.4205e+02  1.0000e+00  2.6945e-08  3.7262e-06
  14343    0.92054      13.08914  1.4278e+02  1.0000e+00  2.6945e-08  3.7520e-06
  14344    0.92082      13.13427  1.4352e+02  1.0000e+00  2.6945e-08  3.7781e-06
  14345    0.92109      13.17972  1.4427e+02  1.0000e+00  2.6945e-08  3.8045e-06
  14346    0.92136      13.22548  1.4502e+02  1.0000e+00  2.6945e-08  3.8312e-06
  14347    0.92164      13.27156  1.4578e+02  1.0000e+00  2.6945e-08  3.8581e-06
  14348    0.92191      13.31797  1.4654e+02  1.0000e+00  2.6945e-08  3.8853e-06
  14349    0.92218      13.36470  1.4732e+02  1.0000e+00  2.6945e-08  3.9128e-06
  14350    0.92246      13.41176  1.4810e+02  1.0000e+00  2.6945e-08  3.9406e-06
  14351    0.92273      13.45915  1.4888e+02  1.0000e+00  2.6945e-08  3.9687e-06
  14352    0.92300      13.50688  1.4967e+02  1.0000e+00  2.6945e-08  3.9971e-06
  14353    0.92328      13.55495  1.5047e+02  1.0000e+00  2.6945e-08  4.0258e-06
  14354    0.92355      13.60336  1.5128e+02  1.0000e+00  2.6945e-08  4.0548e-06
  14355    0.92382      13.65211  1.5209e+02  1.0000e+00  2.6945e-08  4.0841e-06
  14356    0.92409      13.70122  1.5292e+02  1.0000e+00  2.6945e-08  4.1137e-06
  14357    0.92437      13.75069  1.5374e+02  1.0000e+00  2.6945e-08  4.1437e-06
  14358    0.92464      13.80051  1.5458e+02  1.0000e+00  2.6945e-08  4.1739e-06
  14359    0.92491      13.85069  1.5542e+02  1.0000e+00  2.6945e-08  4.2045e-06
  14360    0.92519      13.90124  1.5628e+02  1.0000e+00  2.6945e-08  4.2355e-06
  14361    0.92546      13.95216  1.5714e+02  1.0000e+00  2.6945e-08  4.2668e-06
  14362    0.92573      14.00346  1.5800e+02  1.0000e+00  2.6945e-08  4.2984e-06
  14363    0.92601      14.05513  1.5888e+02  1.0000e+00  2.6945e-08  4.3304e-06
  14364    0.92628      14.10719  1.5976e+02  1.0000e+00  2.6945e-08  4.3627e-06
  14365    0.92655      14.15963  1.6065e+02  1.0000e+00  2.6945e-08  4.3954e-06
